,NUID,FirstName,LastName,DOB,Email,Gender,OnCampus,GraduationDate,StreetAddress,City,State,Zipcode,CountryOfOrigin,EmpStatus,CoopStatus,Home_Address,Home_City,Home_State,Home_Zipcode,Prof_Address,Prof_City,Prof_State,Prof_Zipcode
376,1802762,Michael,Villegas,1996-06-09,michael.v@northeastern.edu,M,No,2025-05-30,09505 Julie Station Suite 161,East Lisaview,West Virginia,59716,Aruba,Employed,No,21124 Philip Wall Suite 454,North Tylerport,Indiana,28339,043 Martin Village,West Michelle,Oklahoma,55110
377,6676122,Joshua,Rosales,1943-06-17,joshua.r@northeastern.edu,F,No,2022-06-24,4588 Sullivan Summit,New Ryanmouth,Indiana,80547,Reunion,Unemployed,No,64992 Guerrero Freeway,Justinton,Kansas,18289,0901 Kristina Knoll,Rossside,North Dakota,74069
378,6610832,Ronald,King,1964-10-21,ronald.k@northeastern.edu,M,No,2024-08-04,6827 Carrillo Shore,East Elizabeth,New York,56775,Western Sahara,Employed,Yes,20785 Richard Forest,Port Ashleyberg,Arkansas,20303,19775 Brooke Glens,New Ryanville,Delaware,92490
379,4069372,Alexis,Howell,1995-06-13,alexis.h@northeastern.edu,F,No,2023-05-27,319 David Knoll,Adamshaven,New Mexico,25120,Saint Helena,Unemployed,No,359 Williams Glens Suite 610,Rosefurt,Vermont,37357,631 Benjamin Bypass Suite 970,New Christina,Washington,70967
380,7375841,Christina,Fisher,1936-07-24,christina.f@northeastern.edu,M,No,2022-01-31,5347 John Shoal Apt. 214,Matthewfurt,Washington,61726,Slovakia (Slovak Republic),Employed,No,0024 Andrew Road Apt. 803,Thompsonview,Louisiana,89729,456 Jessica Well Apt. 122,Lake Marissa,Iowa,28304
381,4409647,Melissa,Smith,1993-12-22,melissa.s@northeastern.edu,F,No,2024-10-13,53003 Angel Port Suite 603,Emilymouth,Alaska,52443,Georgia,Unemployed,Yes,81448 Long Trail Suite 247,Hendersonport,New Mexico,94745,0071 Garcia Oval Suite 612,Elizabethberg,Hawaii,35616
382,4587218,Kristopher,Edwards,1917-10-15,kristopher.e@northeastern.edu,M,No,2025-04-12,2622 Victoria Square Suite 415,New Connieside,Alaska,73651,Croatia,Employed,No,69114 Bond Passage Suite 590,West Michael,North Carolina,80270,5933 Manning Shoals,Port Robertshire,Tennessee,90076
383,5037577,Johnathan,Barnett,2020-09-20,johnathan.b@northeastern.edu,F,No,2025-11-01,347 Short Gardens Apt. 987,East Lisa,Alabama,39768,Northern Mariana Islands,Unemployed,No,46640 Smith Rest Apt. 542,Meghanburgh,Alabama,43606,7714 Emily Cove,Terrellfort,Washington,92020
384,1844436,Deanna,Miller,1948-09-01,deanna.m@northeastern.edu,M,No,2024-08-08,69952 Garcia Knolls,Williamville,Rhode Island,19329,Mauritius,Employed,Yes,414 Marshall Views,East Daniel,Minnesota,51305,56347 Nicholas Camp,North Markville,North Dakota,88076
385,3253928,Tiffany,Patton,2015-08-25,tiffany.p@northeastern.edu,F,No,2023-10-08,197 Anthony Burgs Suite 197,West Lauren,Alabama,77368,Luxembourg,Unemployed,No,9887 Malone Ways,South Williamland,New Mexico,06520,77812 Heather Keys,Haynesmouth,South Carolina,76152
386,6290616,Donna,Torres,1967-07-11,donna.t@northeastern.edu,M,No,2023-02-05,46082 Holmes Tunnel,Port Timothy,New Mexico,48352,Congo,Employed,No,7797 Black Curve,Port Jennaberg,Wisconsin,87028,00892 Cheryl Light,Lake Danielport,South Dakota,47212
387,7305125,George,Noble,1973-06-12,george.n@northeastern.edu,F,No,2024-12-28,43103 Erica Road Suite 134,West Shawn,Wisconsin,93734,Martinique,Unemployed,Yes,65051 Cruz Squares Apt. 238,Port Jeanberg,South Dakota,82382,3023 Nguyen Bridge,Webbville,Hawaii,90357
388,7710870,Kathryn,Carr,1978-09-01,kathryn.c@northeastern.edu,M,No,2022-05-28,4135 Burnett Flat,Amandastad,Ohio,86069,Cook Islands,Employed,No,26526 Bryan Well,New Latasha,Oregon,34751,06777 Bennett Mountain,North Spencer,Tennessee,54007
389,1371287,Marilyn,Bray,1987-08-02,marilyn.b@northeastern.edu,F,No,2025-10-27,00322 Charles Pine Suite 409,Wiseland,West Virginia,43851,Saint Helena,Unemployed,No,29017 Courtney Locks,Port Melissatown,Kentucky,87756,65073 Williams Route Suite 078,Hendersonhaven,Idaho,01472
390,3537255,Robin,Byrd,1930-10-10,robin.b@northeastern.edu,M,No,2023-04-12,81254 Joel Course,Port Edward,Pennsylvania,87047,Guadeloupe,Employed,Yes,65111 Anthony Mount Apt. 429,Bullockhaven,North Carolina,21187,13860 Roy Ville Apt. 326,New Samuel,North Dakota,72905
391,8674116,Charles,Harrison,2017-01-25,charles.h@northeastern.edu,F,No,2025-10-31,94324 William Parkways Apt. 733,South Tamaraberg,Virginia,26994,Lebanon,Unemployed,No,316 Garcia Underpass,West Frank,California,70353,6945 Zhang Landing Apt. 288,North John,New Hampshire,04373
392,4047896,Christina,Williams,1915-10-08,christina.w@northeastern.edu,M,No,2022-08-17,2595 Day Stream Apt. 978,North Steven,West Virginia,75894,Uganda,Employed,No,376 Bryan Divide,Andersonport,Maryland,68226,3198 Hernandez Key,East Rachel,Arkansas,56165
393,2512397,Bradley,Cowan,1956-03-15,bradley.c@northeastern.edu,F,No,2024-10-29,4076 Richard Meadow,Williamsberg,New Jersey,55819,Myanmar,Unemployed,Yes,139 Jennifer Streets Suite 987,Nathanborough,Arizona,82771,684 Gail Viaduct,Deannachester,Idaho,36258
394,5034166,Gregory,Cobb,1936-04-08,gregory.c@northeastern.edu,M,No,2022-07-16,937 Joseph Hollow Suite 487,Crossland,Nevada,67103,Dominican Republic,Employed,No,50199 Susan Lane,Maryburgh,Alabama,63429,914 Frederick Creek Apt. 851,North Jamesland,New Mexico,50870
395,3330167,William,Murphy,1917-04-29,william.m@northeastern.edu,F,No,2024-04-27,243 Smith Plains Apt. 528,West Joshua,Louisiana,11585,Slovakia (Slovak Republic),Unemployed,No,8839 Matthew Wells Suite 745,Myersmouth,Louisiana,48253,29523 Amanda Loaf,North Anita,Oregon,67939
396,8979312,Tammy,Garcia,1968-03-04,tammy.g@northeastern.edu,M,No,2022-06-03,7532 Hale Stream,Marciaport,Kentucky,98269,Guatemala,Employed,Yes,26712 Rodriguez Centers Suite 784,Lake Cindyton,New Mexico,04388,46836 Angela Rue,New Julianmouth,New Mexico,04128
397,7106067,Samuel,Christensen,1910-12-30,samuel.c@northeastern.edu,F,No,2024-07-07,39226 Salazar Stravenue Suite 022,Port Charlesmouth,Louisiana,21162,Eritrea,Unemployed,No,01631 Christine Rest Suite 090,Andersonchester,Nebraska,58369,0600 Mary Club,Lewisstad,Arkansas,96467
398,9229471,William,Carr,1936-03-21,william.c@northeastern.edu,M,No,2022-10-01,6846 Peters Knoll,New Michelle,North Dakota,03194,Yemen,Employed,No,182 Ward Coves Apt. 750,Valdezmouth,Montana,51851,972 Hatfield Plain,South Williambury,New York,99743
399,1675071,Jessica,Anderson,1960-01-25,jessica.a@northeastern.edu,F,No,2023-02-15,2146 Kevin Run,West Sarah,Mississippi,71877,Guinea,Unemployed,Yes,6275 Long Greens Suite 888,Greggborough,Missouri,35287,7685 Yoder Lock Suite 992,West Stephanie,New Jersey,29190
400,7420592,Mariah,Peterson,1962-08-28,mariah.p@northeastern.edu,M,No,2025-08-26,221 Sanchez Cliff,Lake Brianmouth,Mississippi,98970,Bolivia,Employed,No,326 Kathryn Flats,Barbarashire,South Dakota,87212,5383 Warner Causeway,Lake Jeremy,Texas,92938
401,8788285,Mathew,Smith,1921-12-12,mathew.s@northeastern.edu,F,No,2024-03-27,684 Karen Tunnel Apt. 133,Christopherfort,Alaska,12616,Falkland Islands (Malvinas),Unemployed,No,9535 Natalie Mission Suite 086,North Renee,Virginia,95737,14281 Rebecca Cove,Port Justinland,Georgia,10391
402,9202329,Kathy,Cole,1993-05-02,kathy.c@northeastern.edu,M,No,2023-09-10,2426 Richard River,Patriciaton,Illinois,20921,Tuvalu,Employed,Yes,2006 Lisa Inlet,East Kristy,Louisiana,52079,1480 Daniel Hollow,Joshuaport,Arizona,62210
403,7028882,Stephanie,Rivera,1922-12-29,stephanie.r@northeastern.edu,F,No,2024-12-05,2496 Cummings Summit Apt. 102,New Michaelborough,Kansas,57889,Iceland,Unemployed,No,9214 Wilson Roads,Port Christopherton,West Virginia,73379,334 Bridges Junction Suite 226,Davidville,Indiana,60240
404,3484864,Jamie,Williams,1944-06-09,jamie.w@northeastern.edu,M,No,2022-03-17,138 Michele Skyway,Port Jasmine,Arkansas,52376,Angola,Employed,No,60855 Amber Throughway Apt. 083,Lake Michaelview,Oklahoma,22484,430 Reynolds Road,Martinezside,Tennessee,08958
405,1520377,Curtis,Miranda,2004-04-24,curtis.m@northeastern.edu,F,No,2025-08-04,5534 Arroyo Estates,New Cassandraview,Missouri,61029,Haiti,Unemployed,Yes,94925 West Grove Suite 070,North Sarahborough,Idaho,86774,6287 Hector Hill,West Andrew,Idaho,04460
406,7986326,David,Kidd,1938-06-17,david.k@northeastern.edu,M,No,2025-02-03,33536 Wilson Walk Apt. 755,West Shelley,Michigan,47536,Vanuatu,Employed,No,16911 Seth Valley,East Kenneth,New Hampshire,70417,143 Beard Springs,West Robinville,New Mexico,73535
407,8344494,Brian,Williams,1917-09-14,brian.w@northeastern.edu,F,No,2022-09-14,45338 Miller Tunnel,New Cynthia,Nebraska,98115,Niue,Unemployed,No,44668 Bennett Mountains,Markview,West Virginia,88609,893 Carol Isle,North Teresastad,Indiana,89697
408,5180565,Katie,Jones,1984-12-23,katie.j@northeastern.edu,M,No,2023-05-05,027 Tammy Vista Suite 696,South Laurieborough,Illinois,49658,Ghana,Employed,Yes,708 Jamie Squares Suite 907,Fordbury,Kentucky,91707,0295 Richard Mount,West Melissa,Nebraska,15765
409,7572758,Leah,Thompson,1996-05-26,leah.t@northeastern.edu,F,No,2024-03-28,26061 Anthony Square Suite 439,Monicashire,California,42409,Angola,Unemployed,No,568 Love Brook Apt. 236,Hammondport,Idaho,36997,2082 Casey Court,West Sarah,Delaware,36782
410,9811017,Jennifer,Fleming,1977-06-24,jennifer.f@northeastern.edu,M,No,2024-11-03,92797 Jessica Overpass,North Ashleyshire,Iowa,53534,Angola,Employed,No,42800 Lynch Vista Suite 653,Port Lawrencebury,Vermont,10884,302 Abbott Divide Apt. 301,East Robertmouth,Illinois,80405
411,6579058,Courtney,Clark,1986-04-28,courtney.c@northeastern.edu,F,No,2024-10-24,1154 Powell Trail,Johnsonstad,New Hampshire,18936,Tanzania,Unemployed,Yes,3856 Johnson Harbor,Port Darrylmouth,Wisconsin,30384,721 Thomas Forges,South Garyview,Virginia,68014
412,9323059,Brandon,West,1926-09-30,brandon.w@northeastern.edu,M,No,2023-10-06,835 Gardner Crest,Anthonyport,New Jersey,80271,Bahamas,Employed,No,558 Morris Vista,Tiffanyview,Minnesota,98771,21427 Mcguire Glens,Tonitown,Missouri,27162
413,4576782,David,Mills,1914-02-26,david.m@northeastern.edu,F,No,2023-09-03,99940 Danielle Terrace,Montesland,Maine,16945,Anguilla,Unemployed,No,620 Perry Cape,West Ralph,New Hampshire,50850,369 Nancy View,Williamsstad,Nebraska,28710
414,9494340,Amber,Lewis,1954-09-30,amber.l@northeastern.edu,M,No,2023-08-21,8473 Lloyd Groves,South Veronica,South Carolina,97543,Norfolk Island,Employed,Yes,3115 Breanna Mall,Gallowayfort,Wyoming,25716,97399 Jason Shores,Richardfurt,Kansas,54275
415,2567846,Caitlin,Smith,1948-12-15,caitlin.s@northeastern.edu,F,No,2023-12-04,91116 Kelly Glen Apt. 865,Fisherville,Nebraska,54237,Luxembourg,Unemployed,No,858 Hayes Park Apt. 444,Adrianland,Wyoming,78631,2061 Harmon Forge Suite 216,New Meganside,Ohio,24409
416,8829487,Marc,Reyes,1937-04-26,marc.r@northeastern.edu,M,No,2025-02-28,30796 Nathan Valleys Suite 288,Baxterchester,Maryland,81788,Chad,Employed,No,39451 Elizabeth Mission,Lake Patricia,Florida,07807,925 Courtney Extensions Apt. 898,Lake Robert,Delaware,86411
417,1248192,Aaron,Ellis,1966-10-15,aaron.e@northeastern.edu,F,No,2022-02-22,71562 Costa Dale,Cynthiaport,Michigan,33887,Anguilla,Unemployed,Yes,9074 Brooks Valleys Suite 606,Lake Ericshire,Arizona,48440,9821 Hunter Cliff Apt. 881,New Juan,Oklahoma,61712
418,1403579,Andrew,White,1986-04-05,andrew.w@northeastern.edu,M,No,2023-06-08,00747 Dawn Pike Suite 950,West Deanton,New Jersey,72457,Poland,Employed,No,77285 Parker Freeway Apt. 083,Marytown,Utah,15239,1257 Lauren Drives Suite 056,Churchshire,Indiana,42865
419,6718073,Stephanie,Johnson,1910-07-02,stephanie.j@northeastern.edu,F,No,2025-12-02,27882 Leslie Shores Suite 125,Haroldville,California,49888,Dominica,Unemployed,No,4355 Abbott Flat Apt. 119,Melissashire,Washington,60927,93764 Dickson Highway,South Jasonton,New Jersey,43552
420,6681187,Hannah,Camacho,2013-02-09,hannah.c@northeastern.edu,M,No,2025-08-08,0473 Williams Harbor Suite 575,New Tylerview,Kansas,85306,Iraq,Employed,Yes,24410 Solis Well Apt. 714,West Hunter,Alabama,90563,478 Tate Shoals,Floresport,Iowa,22397
421,3644647,Jacob,Wilson,1996-11-19,jacob.w@northeastern.edu,F,No,2025-01-19,197 Matthew Vista Suite 333,Annefurt,Texas,42541,Georgia,Unemployed,No,4942 Adams Manors Apt. 303,Patrickfurt,West Virginia,45849,91206 Brenda Divide Suite 778,Nicoleview,Maine,18835
422,7205067,Robin,Santiago,1990-04-25,robin.s@northeastern.edu,M,No,2025-06-12,66687 Medina Mountains Suite 589,New William,Delaware,08279,Cyprus,Employed,No,1868 Miller Road,Cheyennefort,Kentucky,57775,7727 Sanders Manor Apt. 739,Peterfort,Illinois,42934
423,4911879,Anthony,Smith,1934-11-08,anthony.s@northeastern.edu,F,No,2023-02-26,95930 Miranda Walks Apt. 532,Jadebury,Louisiana,75484,Gibraltar,Unemployed,Yes,43695 Moreno Lodge Suite 278,Juliashire,California,38418,64449 Martin Crossing,Hardyhaven,Oregon,89858
424,8825566,Amy,Morgan,1928-11-28,amy.m@northeastern.edu,M,No,2022-10-05,894 Schultz Village Apt. 151,Juanmouth,Wyoming,90480,Guinea-Bissau,Employed,No,9646 Roberts Estates Suite 779,Costatown,New Jersey,87988,057 Turner Parkway Suite 282,New Katherine,Wyoming,63124
425,7752350,Alexandra,Campbell,1909-06-08,alexandra.c@northeastern.edu,F,No,2024-06-15,9279 Mark Curve Apt. 298,East Katiestad,Washington,54852,Belize,Unemployed,No,856 Ford Trace Suite 979,South Thomas,New Hampshire,19039,9176 Sierra Bridge Suite 386,New Mary,North Carolina,46110
426,1283850,Erin,Lee,1949-02-15,erin.l@northeastern.edu,M,No,2022-06-06,94640 Johnson Keys,Cameronshire,Iowa,12066,Yemen,Employed,Yes,038 Taylor Rest,West Anthonyton,Connecticut,89022,132 Flores Corner,Clarkbury,South Dakota,93453
427,7660806,David,Johnson,1925-04-01,david.j@northeastern.edu,F,No,2023-02-24,74206 Cervantes Field,Annborough,Washington,75169,Brazil,Unemployed,No,972 Webster Burg Apt. 684,Scotthaven,North Dakota,93474,1675 Heather Camp,Stephanieside,Minnesota,03530
428,6640078,Thomas,Harrell,2013-02-22,thomas.h@northeastern.edu,M,No,2022-05-16,8862 Kimberly Summit Suite 866,New Kathrynland,Indiana,09532,Thailand,Employed,No,46599 Kenneth Loop Suite 435,Maryfort,New Jersey,06822,53520 Corey Heights Suite 518,Jordanborough,Mississippi,44563
429,4575369,Christopher,Lloyd,2019-11-02,christopher.l@northeastern.edu,F,No,2024-01-12,2151 Beck Falls,North Luis,Virginia,49029,United States Virgin Islands,Unemployed,Yes,86752 John Rapids,North Marcus,Ohio,84270,45960 Jackson Lake Suite 382,Estradamouth,Indiana,18703
430,4076493,Rachel,Jones,1980-04-06,rachel.j@northeastern.edu,M,No,2024-10-13,2013 Jill Center Suite 643,South Cory,Oklahoma,22825,Madagascar,Employed,No,361 Christina Mission Apt. 657,West Alexandrahaven,Idaho,10132,063 Ramos Roads,Anneview,West Virginia,33350
431,7876722,Ann,Lindsey,1943-05-06,ann.l@northeastern.edu,F,No,2022-10-30,5066 Thompson Viaduct,Alexview,Mississippi,44627,Norway,Unemployed,No,8234 Jennifer Ferry,Adamfort,Arkansas,11658,634 Rivera Falls,Lake Ashleyburgh,Mississippi,55205
432,2061097,Ashley,Gordon,1946-08-26,ashley.g@northeastern.edu,M,No,2025-05-29,2210 Montoya Estate Apt. 990,Williamsmouth,South Carolina,02233,Niue,Employed,Yes,60171 Torres Ways Suite 346,Rebeccaberg,Illinois,41202,3803 Tristan Key Apt. 522,West Justinhaven,North Dakota,13701
433,8635419,Patrick,Shaffer,1948-02-03,patrick.s@northeastern.edu,F,No,2025-02-16,96708 Jennifer Crossing,Brownport,Massachusetts,75238,Ecuador,Unemployed,No,599 Williams Haven Apt. 805,Reneetown,Ohio,21657,936 Daugherty Inlet,North Justinview,Colorado,22404
434,6207736,Jennifer,Hammond,1916-04-07,jennifer.h@northeastern.edu,M,No,2025-02-20,74060 Mathews Street,South Duane,Wyoming,59852,British Virgin Islands,Employed,No,15999 Thomas Village,Smithberg,Michigan,25401,919 Juan Mews,Lake Christopherfort,New York,50856
435,5672143,Danielle,Gibson,1937-11-29,danielle.g@northeastern.edu,F,No,2025-01-19,867 Louis Point,Taylorfurt,Colorado,65439,United Arab Emirates,Unemployed,Yes,8013 Orr Groves Suite 081,Maryborough,Hawaii,90509,716 Tina Ford Suite 780,South Julie,Vermont,79611
436,3473498,David,Smith,1951-04-21,david.s@northeastern.edu,M,No,2023-01-19,3579 Johnson Shoals Apt. 278,East Adam,Mississippi,82030,Mozambique,Employed,No,7855 Jeffrey Fork,Port Christianfurt,Pennsylvania,18557,80961 Julie Forest,Brownport,New Mexico,85322
437,8038083,Jessica,Sims,1927-08-04,jessica.s@northeastern.edu,F,No,2024-04-26,097 Gordon Mill,West Deniseside,Oregon,73615,Guinea-Bissau,Unemployed,No,4934 Johnny Crest,South Holly,Virginia,86808,8690 Alexander Locks,New Andreamouth,Ohio,62764
438,3316337,Debra,Shepherd,1917-05-17,debra.s@northeastern.edu,M,No,2022-10-21,90453 Rivera Drive Suite 502,Michaelton,Iowa,28360,Burundi,Employed,Yes,63050 Daniel Gardens Suite 469,Hermanhaven,California,98927,554 Darryl Manor Apt. 065,New Steven,Georgia,80479
439,3591532,Christopher,Rowe,1910-07-25,christopher.r@northeastern.edu,F,No,2022-07-11,59598 Scott Gateway Suite 771,East Josephport,Oklahoma,58681,Monaco,Unemployed,No,80228 Jackson Place Apt. 697,South Brandy,Delaware,63745,6726 Thomas Valleys,Brianchester,Maine,09172
440,5023265,Edwin,Fisher,1936-10-24,edwin.f@northeastern.edu,M,No,2023-01-30,255 Michael Summit,Devonview,Arizona,23016,Honduras,Employed,No,7847 Hernandez Hill Suite 885,Lake Kylehaven,Florida,48612,992 Raymond Via Suite 782,South Kathleenstad,Ohio,96684
441,6167908,Jaclyn,Owens,2012-01-25,jaclyn.o@northeastern.edu,F,No,2024-01-29,91644 Ali Avenue,South Jenniferfurt,Connecticut,75319,Bosnia and Herzegovina,Unemployed,Yes,729 Jeffrey Highway Apt. 363,Port Thomas,Alaska,58135,8569 Andrea Ramp Apt. 285,Fosterborough,Massachusetts,96224
442,7216643,Aaron,Mccullough,1967-04-09,aaron.m@northeastern.edu,M,No,2025-09-17,1069 Park Park Apt. 491,Mcdowellshire,Wyoming,67923,Spain,Employed,No,300 Gamble Radial Suite 124,Allenhaven,Connecticut,18480,45185 Kerr Wall Suite 010,South Brendaburgh,Kansas,09789
443,8480611,Stephanie,Baker,2000-07-09,stephanie.b@northeastern.edu,F,No,2024-09-05,0564 James Roads Suite 122,Lake Jerry,Ohio,31971,Belize,Unemployed,No,2674 Mendoza Throughway,Limouth,Utah,04821,51832 Wright Brook,West Tylerland,Rhode Island,96857
444,4230384,Dennis,Lara,1926-09-12,dennis.l@northeastern.edu,M,No,2022-06-09,773 Stacey Forest,Cooperburgh,North Carolina,89585,Bermuda,Employed,Yes,72994 Harrison Mews,Port Lonnie,Rhode Island,08740,09691 David Mountain Apt. 102,Mendozatown,Virginia,50955
445,6546966,Michael,Osborne,1954-04-25,michael.o@northeastern.edu,F,No,2024-02-23,63510 Carmen Lodge,North Douglasfort,California,85310,Eritrea,Unemployed,No,90261 Eric Shoal,South Amanda,Kentucky,26563,760 Mitchell Stravenue,Barrerafurt,South Carolina,31449
446,3221806,Misty,Weaver,1929-01-04,misty.w@northeastern.edu,M,No,2022-09-21,77526 Owens Curve Suite 236,East Annette,Oklahoma,72232,Kyrgyz Republic,Employed,No,28141 Bobby Highway,Hernandezshire,Wisconsin,39112,134 Cervantes Shores,Brownfurt,New Hampshire,29106
447,7684767,Kerri,Kane,2020-01-21,kerri.k@northeastern.edu,F,No,2024-10-11,0132 Anita Islands,South Denisefurt,Michigan,52161,Lithuania,Unemployed,Yes,73892 Brenda Wall,South Joshua,Maine,89169,750 Diamond Island,Lake Andrewtown,Tennessee,09382
448,8088794,Melissa,Durham,1964-04-20,melissa.d@northeastern.edu,M,No,2023-01-03,07446 Crystal Lock,North Matthewshire,Georgia,16392,Bangladesh,Employed,No,098 Watson Hollow Apt. 963,West Heathermouth,Texas,03651,67458 Kimberly Springs Suite 127,North Robertmouth,California,41935
449,7533370,Denise,Murray,1954-02-09,denise.m@northeastern.edu,F,No,2023-08-16,000 Hughes Island Suite 344,North Robert,Wisconsin,36881,British Indian Ocean Territory (Chagos Archipelago),Unemployed,No,281 Jessica Extension Apt. 638,South Connieborough,Illinois,86979,52894 Calhoun Trail,South Garymouth,Illinois,56184
450,9588210,Carrie,Randolph,1915-11-17,carrie.r@northeastern.edu,M,No,2022-04-06,74988 Jackson Streets Apt. 217,South Amanda,Michigan,16996,Kuwait,Employed,Yes,925 Teresa Mills Suite 845,New Juliemouth,Vermont,98674,586 Scott Center Apt. 476,Lewisfort,Kentucky,78453
451,4116939,Brett,Dawson,1954-01-02,brett.d@northeastern.edu,F,No,2024-07-18,18337 Tracy Spur Apt. 826,Dillonmouth,Nebraska,88211,Korea,Unemployed,No,25639 Brown Via Suite 541,Riveraville,New Mexico,60370,54894 Joseph Squares Suite 421,Lake Daleview,Mississippi,09114
452,6546627,John,Jimenez,1971-10-01,john.j@northeastern.edu,M,No,2024-12-06,562 Patel Isle Suite 755,East Jennifer,Illinois,74483,Gibraltar,Employed,No,099 Joseph Via Suite 087,Meyerton,Rhode Island,92891,46600 James Prairie,Lucastown,Arizona,42431
453,3868638,Melissa,Jordan,1959-09-15,melissa.j@northeastern.edu,F,No,2024-11-30,139 Zachary Valley,South Paula,Alabama,67250,Mali,Unemployed,Yes,6987 Richard Crest Suite 594,Washingtonburgh,South Carolina,31173,2441 Alexis Key Apt. 307,East Brianport,New Hampshire,04631
454,1806632,Jon,Dougherty,1944-11-20,jon.d@northeastern.edu,M,No,2022-09-07,5744 King Pines Apt. 202,Villafurt,Pennsylvania,92758,Chile,Employed,No,956 Marshall Falls,Anthonyville,Massachusetts,36851,1461 Jenkins Rapids,Port Robin,New Jersey,30227
455,6605272,Mary,Butler,1943-04-08,mary.b@northeastern.edu,F,No,2025-04-06,56767 Alexis Ridge Apt. 512,New Maria,Montana,83341,Trinidad and Tobago,Unemployed,No,9438 Rush Brooks Apt. 415,Carolynstad,Texas,08966,2369 James Heights Suite 820,Lake Michaelmouth,Maine,44937
456,6629356,Todd,Martinez,1977-08-11,todd.m@northeastern.edu,M,No,2024-06-10,96365 Chen Radial,Martinezmouth,Tennessee,89062,San Marino,Employed,Yes,292 Nancy Highway,Tuckerchester,South Dakota,67359,09408 Brown Crescent Suite 678,Port Dawn,North Carolina,18637
457,4736371,Becky,Smith,1966-11-14,becky.s@northeastern.edu,F,No,2022-10-10,77989 Kent Curve Apt. 705,Crystalmouth,Nebraska,23939,Guinea-Bissau,Unemployed,No,2334 Jennifer Divide Apt. 147,Lake Brenda,Wisconsin,53743,8026 Harris Fields,Marshallland,Pennsylvania,47185
458,4844418,Malik,Webb,2002-06-19,malik.w@northeastern.edu,M,No,2024-01-19,47638 Johnson Run Suite 008,Lauramouth,Nebraska,41718,Guatemala,Employed,No,360 Carla Well,Ronnieberg,South Dakota,84638,024 Mark Fork Suite 566,Reesebury,Kentucky,08023
459,3604089,Monica,Villarreal,1940-04-08,monica.v@northeastern.edu,F,No,2025-08-13,68397 Mark Island,Micheleton,New Jersey,01819,Serbia,Unemployed,Yes,6014 Steven Canyon Apt. 479,Smithfort,New Jersey,07243,03965 Holmes Ranch,West Lauren,Nebraska,23262
460,9271972,Shelby,Winters,1909-10-19,shelby.w@northeastern.edu,M,No,2023-05-01,60950 Moreno Shoal,East Timothyhaven,Mississippi,92079,Belarus,Employed,No,8296 Amy Trace Apt. 445,Port Laurie,Maryland,53950,27883 James Trail,Michellechester,West Virginia,72725
461,6050108,Scott,Rose,1919-09-04,scott.r@northeastern.edu,F,No,2025-11-26,532 Samuel Track,Phelpsbury,Texas,83120,Saint Lucia,Unemployed,No,100 Rachel Estate,Glenburgh,Louisiana,96050,86582 Wood Fort,Byrdland,Missouri,50550
462,2021805,Steven,Carter,1930-01-25,steven.c@northeastern.edu,M,No,2022-12-12,10829 Stewart Hollow Apt. 677,Lake Lawrencehaven,Oregon,72100,Christmas Island,Employed,Yes,8589 James Falls,Masonhaven,Kentucky,58692,296 Michael Springs Apt. 975,Stephensburgh,New York,27995
463,8362938,Christine,Morris,1914-10-22,christine.m@northeastern.edu,F,No,2022-05-16,815 Hall Road,Mooreton,Illinois,07647,China,Unemployed,No,0910 Mandy Roads Suite 183,East David,Louisiana,37719,71319 Gomez Branch,Lake Duane,New Hampshire,98106
464,1628223,Laura,Olson,1961-06-09,laura.o@northeastern.edu,M,No,2023-01-09,325 Logan Springs Apt. 089,South Joshuashire,Colorado,26884,Falkland Islands (Malvinas),Employed,No,5218 Jones Hollow Suite 204,Lewisfort,New Hampshire,93344,752 Michelle Street,Port Stevenside,Arkansas,39169
465,1942186,Andrew,Koch,1975-07-15,andrew.k@northeastern.edu,F,No,2025-09-04,653 Jenkins Throughway,Williamview,Texas,10918,Bouvet Island (Bouvetoya),Unemployed,Yes,0199 Dalton Brook Suite 618,Gillchester,Massachusetts,87974,71900 Rebekah Row,Lake Richardview,North Carolina,56739
466,5577592,Tyrone,Bowers,1955-08-01,tyrone.b@northeastern.edu,M,No,2022-01-30,1493 Maria Walk Apt. 532,Port James,Minnesota,08562,Macedonia,Employed,No,0414 Blevins Islands,Lake Vanessa,Delaware,26359,19101 Smith Rapid Suite 853,South Lauriemouth,North Dakota,65029
467,1160205,James,Walton,1919-10-09,james.w@northeastern.edu,F,No,2023-05-17,7488 Brian Brook,Hamiltonchester,Alabama,99138,French Guiana,Unemployed,No,15165 Baker Groves,Timothyhaven,Washington,15123,71681 Troy Port Apt. 706,New Antonioside,New Jersey,56186
468,5957831,Victoria,Spencer,1965-02-07,victoria.s@northeastern.edu,M,No,2022-04-11,55682 Townsend Ramp,North Devon,North Dakota,57664,Djibouti,Employed,Yes,405 Smith Corner Suite 829,North Frankshire,Alabama,10215,93220 Evan Crossroad Apt. 519,Janetside,Massachusetts,74815
469,9200915,Alexander,Short,1977-02-18,alexander.s@northeastern.edu,F,No,2023-11-06,849 Davis Underpass Apt. 557,Lake Aaronville,Florida,44481,Somalia,Unemployed,No,600 Annette Ramp,West Frank,Nevada,96594,6490 Morrison Orchard Suite 102,Cunninghamville,Rhode Island,39414
